What is Hathor Network (HTR): An Alternative Scalable Cryptocurrency - Phemex Academy,https://phemex.com/academy/what-is-hathor-network-htr-coin,29.25,Satoshi Nakamoto| Bitcoin| CoinMarketCap Hathor| Litecoin| Nicolas Tang Date| Vitalik Buterin| Ankr| Marcelo Brogliato| Eric Nichols| Sebastian Bürgel| his| Brogliato| Ethereum| Yan Martins| Layla Mendes| Hathor| He| Nakamoto,Hathor Network| Bitcoin Gold| IME| Google| Lightning Network| Hathor Labs Token Economics| Bitcoin| HTR| Ethereum Foundation| Vialink Informatica| Hathor Network Grant Program| Stanford| Hathor Labs| BTG| FGV| DEX| Ethereum| Microsoft| LTC| NFT| Hathor Foundation| CTO| Phemex,candidate| Author| developer| CEO| CFO
Basics of Microservice Architecture,https://ajay-yadav109458.medium.com/basics-of-microservice-architecture-208ed81c558d,10.0,,,
Introduction to Event-Driven Architecture,https://medium.com/microservicegeeks/introduction-to-event-driven-architecture-e94ef442d824,24.0,Kafka| Apache Kafka| Rube Goldburg,CQRS| EDA| Twitter| EDA Limited,Model| producer| model| broker| processor
Cellino Develops Scalable Closed-Loop System for Autologous Stem Cell Manufacturing | BioSpace,https://www.biospace.com/article/cellino-develops-scalable-closed-loop-system-for-autologous-stem-cell-manufacturing/,10.75,she| Saklayen| Cellino| Gail Dutton Cellino Biotech| Nabiha Saklayen,Harvard Stem Cell Institute| Harvard Medical School| Cellino Biotech| Harvard University,model| CEO
Don't use docker use kubernetes,https://jenkins-x.io/blog/2021/05/17/dont-use-docker/,16.75,Jenkins|James Strachan|James Ward,Google|Production Preview Environments|GitOps,orchestrator|tier|vendor|guide
Why the Serverless Revolution Has Stalled ,https://www.infoq.com/articles/serverless-stalled/,24.5,Bernard Brode,Viva la Revolucion|Microscopic Machines|Google App Engine,researcher|host|Author|model|wrapper|Vendor
Kubernetes Reads | Rookout,https://www.rookout.com/blog/kubernetes-reads,11.75,Tal Koren| she| She| his| Anais Urlichs| Anais| Dustin Specker| Chris Short| Liz Rice| he| He| Kevin Sookocheff| Kubernetes,Tech News DevOpsIsh| Twitter| Kubernetes Training Learnk8s,general| curator| Guide| author| ambassador| Model| blogger| Ambassador| developer
Edge Computing Overview and Some Applications,https://aws.plainenglish.io/edge-computing-overview-and-some-applications-38c0c8bdad57,12.5,Siri,Google| Amazon Alexa| Amazon| CDN,general| assistant
6 Event-Driven Architecture Patterns — Part 1,https://medium.com/wix-engineering/6-event-driven-architecture-patterns-part-1-93758b253f47,18.5,Cassandra|Kafka|Denys Nevozhai|Redis,CDC|CSV|Wix Stores|Installed Apps Context|Wix Restaurants,owner|importer|manager|model|writer|Manager|Importer
The Evolution of the Serverless-First Engineer - The New Stack,https://thenewstack.io/the-evolution-of-the-serverless-first-engineer/,66.25,Matthew Skelton| Manuel Pais| Royal Albert Hall| David Anderson Fauna| David| Werner Vogels| Dobbs| He| Larry Smith,Liberty Mutual| Amazon CTO| DORA| Ericsson| Nokia| Cosmos DB,leader| king| programmer| mobile| Developer| Rockstar| engineer| layer| Engineer| specialist| vendor| software engineer| developer| model| guitarist
A Deep Look Into The Service Template Compiler Solution In Python | Hacker Noon,https://hackernoon.com/a-deep-look-into-the-service-template-compiler-solution-in-python-ez1333pa,22.75,Scott Lichtman| Mordehay Kontorer| Zappa| Piotr Orzeszek,BlackSwan Technologies| StepFunction Data Science SDK,Compiler| general| vendor| Model| model| Importer
Not everything is as it seems with AWS Fargate,https://medium.com/lambda-lego/not-everything-is-as-it-seems-with-aws-fargate-6da5622c2037,12.5,Dylan|Zhang,Austal|LinkedIn|Lambda Lego|AWS Fargate|Fargate|AWS,Architect
How More Teams can be Successful with Effective Microservices,https://blogs.starcio.com/2021/05/more-teams-successful-microservices.html,6.5,Tyler Johnson| Tyler| He,IaC| CTO,layer
Cloud Agnostic vs Cloud Native: This is How to Get the Most out of Your Cloud Adoption Approach - Avenga,https://www.avenga.com/magazine/cloud-agnostic-vs-cloud-native/,17.0,Avenga| Dan Kohn| Andrew Petryk,Cloud Native Computing Foundation| Google Cloud Platform| Microsoft,Guide| vendor| Director| model| executive director
dgraph-io/dgraph,https://github.com/dgraph-io/dgraph,5.75,Dgraph| Purser,Google| Intuit Katlas| YouTube| GRPC,
Sysdig Offers a Real-Time Security Look into AWS' Fargate Serverless Containers - The New Stack,https://thenewstack.io/sysdig-offers-a-real-time-security-look-into-aws-fargate-serverless-containers/,54.5,Fargate| Sysdig| Falco| Fernando Zandona| Steven J. Vaughan-Nichols LaunchDarkly| Jacob Williams,Cloud Native Computing Foundation| Amazon Web Services| SANS Institute Instructor| ECS| Sysdig| Serverless Containers| Amazon Elastic Kubernetes Service| Rendition InfoSec| AWS| Amazon Elastic Container Service,founder| General Manager| layer| president
Listening To Events By AWS Services,https://tusharsharma.dev/posts/aws-services-events,12.5,EventBridge|CloudTrail,VPC|EventBridge|AWS,
4 Tips for AWS Lambda Cost & Speed Optimization | Hacker Noon,https://hackernoon.com/4-tips-for-aws-lambda-cost-and-speed-optimization-7g3235u7,13.5,Dashbird| Alex Casalboni| Taavi Rehemägi @taavi-rehemagi,AWS Lambda Cost & Speed Optimization| Kinesis| Lambda| AWS Lambda Cost & Speed Optimization Taavi Rehemägi,handler| developer| CEO
A Comparison of Serverless Frameworks for Kubernetes: OpenFaas OpenWhisk Fission Kubeless and more,https://WinderResearch.com/a-comparison-of-serverless-frameworks-for-kubernetes-openfaas-openwhisk-fission-kubeless-and-more/,26.0,CRON| Kafka| Kubeless| Redis,OpenWhisk| Google| Google Functions| VMWare| OpenFaas Ltd.| IBM| NATS| Nats| Fn| SDK| Lambda,Operator| orchestrator| installer| King| Zookeeper| Oracle| operator
Operating Lambda: Performance optimization – Part 3 | Amazon Web Services,https://aws.amazon.com/blogs/compute/operating-lambda-performance-optimization-part-3/,15.25,,Amazon S3| Amazon SNS| Amazon| AWS,handler| caller| mobile
Comparing Ingress controllers for Kubernetes,https://medium.com/flant-com/comparing-ingress-controllers-for-kubernetes-9b397483b46b,39.5,Nginx| Dmitry Shurupov| P.P.S.| Andrey Radygin| Lua| Istio| Zalando| Linkerd| Flant| Kong,Ingress Controllers| Google| JWT| Kong Inc| Linkerd & Istio| Kubernetes Ingress Controllers| Gloo Enterprise| NGINX Inc| SNI| Google Cloud| AWS ALB Ingress Controller| Comparison of Kubernetes Top Ingress Controllers| Kubernetes Ingress| IBM| Nginx Ingress| Istio Ingress| AWS| Citrix Ingress| Lyft,general| controller| router| Envoy| host| Ambassador| Controller| Consul| engineer| processor
Spring Boot Fundamentals,http://www.bukmedianet.com/2021/05/spring-boot-fundamentals.html,6.0,Bharath| Bruno Militzer| Bharath - Venu Reddy| Barath,MYSQL,Instructor| developer| Student
Translate All: Automating multiple file type batch translation with AWS CloudFormation | Amazon Web Services,https://aws.amazon.com/blogs/machine-learning/translate-all-automating-multiple-file-type-batch-translation-with-aws-cloudformation/,13.75,Cyrus Wong,Amazon SQS| Amazon Simple Storage Service| AWS Machine Learning Hero| Amazon SNS| Microsoft Office| Amazon Simple Notification Service| Amazon Simple Queue Service| AWS| Amazon Translate,orchestrator| folder| Folder
Cloud Native Monitoring for Applications on Microsoft Azure,https://techcommunity.microsoft.com/t5/azure-monitor/cloud-native-monitoring-for-applications-on-microsoft-azure/ba-p/2184596,31.25,his| Ashish Thakur| He| Python| Vikram Srivatsa,Azure Monitor for Containers| CASA| DXC CASA| ITSM| Microsoft| Azure Logic Apps| SDK| DXC's Application Management Services| DXC Technology| DXC,orchestrator| architect| Controller| engineer| layer
Cloud Run (fully managed) release notes  |  Cloud Run Documentation,https://cloud.google.com/run/docs/release-notes,5.25,,Google| VPC| VPC Service Controls| GA,general| reader| count| Manager
How I Setup Database Migration using Sequelize in Microservice Architecture,https://javascript.plainenglish.io/how-i-setup-database-migration-using-sequelize-in-microservice-architecture-629cbc8115b6,15.75,Joe| Sunil Sandhu| Mariko margetson| Hey Joe,,Guide| folder| model| Founder| guide
Event Sourcing on Azure Functions,https://www.codeproject.com/Articles/5205463/Event-Sourcing-on-Azure-Functions,10.75,,CQRS| SDK,
flyteorg/flyte,https://github.com/flyteorg/flyte,9.5,,Lyft,
Applying the Saga pattern with AWS Lambda and Step Functions | theburningmonk.com,https://theburningmonk.com/2017/07/applying-the-saga-pattern-with-aws-lambda-and-step-functions/,11.25,her| Caitie| BookHotel BookFlight BookRental| Caitie McCaffrey| Hector Garcia-Molina,Volvo| Start| Lambda,
Deploying resources with IaaC using Lambdas,https://rmencos.medium.com/deploying-resources-with-iaac-using-lambdas-d987d39b6251,10.0,,,Engineer| vendor
The cloud developer’s guide to Google I/O 2021 | Google Cloud Blog,https://cloud.google.com/blog/topics/developers-practitioners/cloud-developers-guide-google-io-2021/,33.25,Sara Robinson| Stephanie Wong| Kaz Sato| Sara Ford| She| Seth Vargo| Christian Schalk| her| Grant Timmerman| Marc Cohen| Zack Akil| Dialogflow| James Ward| Python| Katie McLaughlin| Markku Lepisto| Sundar Pichai| Kotlin| Jason Titus| Dale Markowitz| she| Abby Carey| Sara| Tony Pujals| Dart,AMAs| Google| Apple| AMA| Workspace AMP| Google Cloud,Assistant| mobile| Developer| developer| model| guide
Build an IP lookup microservice using Node.js,https://javascript.plainenglish.io/build-an-ip-lookup-microservice-using-node-js-67d7aaaf4b34,6.25,Sunil Sandhu| Wendy van Zyl,,Founder
Building Okayar Part 1: How it Started + Back-end CRUD Serverless Lambda API in Go,https://arjitjaiswal.medium.com/building-okayar-part-1-how-it-started-back-end-crud-serverless-lambda-api-in-go-3248ae93c97c,20.0,Golang|Okayar|Serverless,AWS Lambda|OKR|AWS,general|Engineer|developer
Council Post: Why Cloud-Native Security Can’t Wait For Mandates,https://www.forbes.com/sites/forbestechcouncil/2021/05/14/why-cloud-native-security-cant-wait-for-mandates/,12.25,Mandalorian,Google| MFA,developer
Episode #101: How Serverless is Becoming More Extensible with Julian Wood - Serverless Chats,https://www.serverlesschats.com/101/,134.0,Thundra|Epsagon|James Beswick|James|EventBridge|Jeff Bezos|him|Jeremy|James Urquhart|his|Hey Jeremy|Lumigo|Jeremy Daly|Mike Deck|Julian Wood|Lambda|he|Sam Newman|He|Julian|O'Riley,Pacific Time|VMware|Cardiff|UNC Group|ServiceLens|Lambda API|VPC|Twitter|Sumo Logic|HashiCorp Vault|YouTube|Amazon Linux|EFS|Serverless Office Hours|Kinesis|Serverless Lens|Well-Architected Serverless Lens|NFS|SDK|Lambda Insights|AWS|Lambda|CBT Nuggets|Lambda Extensions,boss|Guide|manager|companion|architect|Developer|racker|Hacker|layer|stacker|general|caller|developer|model|guide
Using Amazon EventBridge with AWS Lambda.,https://medium.com/nbtl/using-amazon-eventbridge-with-aws-lambda-52fa40b7964e,11.5,,Inventory Lambda| EventBridge| Amazon| AWS| Amazon EventBridge,model
serverless/serverless-graphql,https://github.com/serverless/serverless-graphql,26.75,,AWS| DDL,count
The exciting advantages of a Event-Driven Application on AWS,https://victor-fcm.medium.com/the-exciting-advantages-of-a-event-driven-application-on-aws-24815e18bbad,26.5,Kafka| Apache Kafka| Python,SFPC| Google| Amazon SQS| Amazon Web Services| Security Groups| Amazon SNS| VPC| Dynamo| Amazon EventBridge| Amazon MSK| PHP| Amazon| Lambda| NFT,tier| Model| builder| photographer| model| Private
Serverless Architecture and Applications- All You Need to Know!,https://medium.com/nerd-for-tech/serverless-architecture-and-applications-all-you-need-to-know-fd363c11dfd,14.0,,Amazon Web Services| Microsoft,host| model| developer
Why We Built the CloudZero Platform on Serverless Infrastructure,https://www.cloudzero.com/blog/serverless-infrastructure-advantages,17.75,Bill Buckley,AWS Lambda| Google| CloudZero Cloud Cost Intelligence Platform| Microsoft| Amazon,tier| layer
Serverless Handbook for Frontend Engineers,https://serverlesshandbook.dev//,7.0,Vercel,Amazon,reader| puppeteer| developer
Build a Secure NestJS Back End for Your React Application,https://developer.okta.com/blog/2021/03/15/nestjs-react,30.25,Nik Fisher| Nickolas Fisher| Okta,CSS| CORS| JWT| Okta,controller| folder| Header| manager| guard| Router| header| developer| runner| Controller
ibrahimcesar/middy-idempotent,https://github.com/ibrahimcesar/middy-idempotent,5.75,Malcolm Featonby,,manager| Builder
Rearchitecting for MicroServices: Featuring Windows & Linux Containers | Azure DevOps Blog,https://devblogs.microsoft.com/devops/rearchitecting-for-microservices-featuring-windows-linux-containers/,33.5,Jay Gordon| Anthony Chu| Anthony| Damian| Damian Brady| he,Mercury Health| Azure App Service| Microsoft| SDK| Azure App Service for Linux Containers| Linux Containers-RRB- Linux Containers| Linux Containers,manager| host
"Serverless future will depend on the serverless orchestrator" - JAXenter,https://jaxenter.com/serverless-pizurica-174432.html,17.25,Veselin|Veselin Pizurica,LPWAN|Turing Complete|Waylay IO|CTO,orchestrator|candidate|vendor|Author|model|guide|layer|co-founder
What is an API gateway and why is it important?,https://whatis.techtarget.com/definition/API-gateway-application-programming-interface-gateway,26.25,Kong Gateway| Cassandra| Lua| Workato| Apigee| Akana,Google| Tibco| API| Microsoft| Amazon| Google Cloud,vendor| mobile| model| Oracle| guide| layer
Why Kubernetes Is The Best Technology For Running A Cloud-Native Database | Hacker Noon,https://hackernoon.com/why-kubernetes-is-the-best-technology-for-running-a-cloud-native-database-hz1234ld,19.5,Jeff Carpenter| Rick Vasquez| Cassandra| Apache Cassandra| Grafana| MayaData| DataStax| Kubernetes,Ingress Controllers| CNCF| Kubernetes Service| Kubernetes Community| VPC| Simple Storage Service| Kubernetes Services| MCAC,administrator| Guide| Collector| operator
Implementing Microservicilities with Quarkus and MicroProfile ,https://www.infoq.com/articles/microservicilities-quarkus/,42.75,Soto| Kibana| Fluentd| Quarkus| Jaeger UI| Alex Soto| He| he| him,JVM| JWT Bearer Tokens| Kubernetes Service| JWT| Kubernetes Pods| Salle URL University| CDI| Twitter| MeterRegistry,count| Director| Developer| Host| collector| layer| general| caller| teacher| vendor| host| header| Author| model
Building an infrastructure-as-code pipeline in the cloud,https://searchitoperations.techtarget.com/tip/Building-an-infrastructure-as-code-pipeline-in-the-cloud,34.75,Kurt Marko,,
Smart Container Market Size Share and Growth Overview 2021 | A Detailed Technological Analysis and Competitors Strategis Global Industry Trends Future Demand Status Opportunities Plans and Forecast to 2026,https://www.thecowboychannel.com/story/43854448/smart-container-market-size-share-and-growth-overview-2021-a-detailed-technological-analysis-and-competitors-strategis-global-industry-trends-future,7.25,Nexiot,Orbcomm| Phillips Connect Technologies| Corporate Strategy Analysis,manufacturer
Using Auth0 With Static Web Apps | LINQ to Fail,https://www.aaron-powell.com/posts/2021-05-13-using-auth0-with-static-web-apps/,14.5,Aaron Powell,GitHub| SWA| OIDC| Quick Start,Tier| companion| General
A serverless IoT backend with AWS IoT,https://blogs.itemis.com/en/a-serverless-iot-backend-with-aws-iot,32.75,Neven Subotic Stiftung|his|Quicksight|Roland Edelhoff,MQTT|IoT Analytics|Kinesis Analytics|IAM|Kinesis|TLS|AWS|Amazon Quicksight|Lambda|Analytics,Broker|mobile|model|broker
Analytics end-to-end with Azure Synapse - Azure Example Scenarios,https://docs.microsoft.com/en-us/azure/architecture/example-scenario/dataplate2e/data-platform-end-to-end,26.5,,Azure Data Factory| IoT Hub| Power BI| Stream Analytics| Cosmos DB Azure Synapse Link for Azure Cosmos| CSV| Azure Data Services| Cosmos| Azure Data Lake Store Gen,model
EDJX| Edge Computing for All the Things | Serverless |CDN | DNS | EDJX,https://edjx.io,5.25,James Thomason| Dean Nelson| Ryan Kole| Benjamin Cannon| John Cowan| Ali Fenn,Intelligent Control of Energy| Cyxtera EDJX| CEO Virtual Power Systems EDJX| EDJX CTO| CTO,President| Tier| CEO
April 2021 Release for Prisma Cloud Secures Unprotected Workloads,https://www.paloaltonetworks.com/blog/2021/04/april-2021-release-prisma-cloud/,24.0,John Morello| he,Prisma Cloud Intelligence Stream| WildFire Integration Add Full-Lifecycle Malware Analysis for Hosts and Containers Prisma Cloud| GPL| Amazon Web Services| Prisma Cloud| Docker Enterprise Defense Information Systems Agency| Prisma Cloud Labs| Prisma Cloud Compute Edition Console| National Institute of Standards and Technology| WAAS| LGPL| HIPAA| STIG| Microsoft| Prisma| Google| Simplified Compliance for Hosts| First Comprehensive Attack Framework for Cloud Native Apps Prisma Cloud| GitHub Enterprise| Amazon Elastic Compute Cloud| DISA| NIST| MIT| CIS Benchmarks| CTO,orchestrator| vice president| Guide| Defender| host| Host| Explorer| layer
Tools to develop apps on Kubernetes | Cloud Native Computing Foundation,https://www.cncf.io/blog/2021/05/10/tools-to-develop-apps-on-kubernetes/,12.5,Matt| Matt Farina Matt| Kubewarden| Epinio| he| He| him| Matt Farina,SUSE Containers| CNCF Sponsor Blog Post,Architect| author| developer| operator| guide
Deploying a Scalable End to End Customer Churn Prediction Solution with AWS,https://towardsdatascience.com/deploying-a-scalable-end-to-end-customer-churn-prediction-solution-with-aws-cbf3536be996,19.0,Charles Frenzel| Yin Song| Daniel T. Larose| Baichuan Sun,Amazon Glue Crawler| Amazon S3| Amazon Lambdas| State Machines| Amazon SageMaker| Amazon Glue| IAM| Eden Duthie Losing| University of California Irvine Repository of Machine Learning Datasets| Amazon| Amazon Lambda| Amazon Athena| Athena| AWS,author| Author| model
Using Okta With Static Web Apps | LINQ to Fail,https://www.aaron-powell.com/posts/2021-05-13-using-okta-with-static-web-apps/,14.75,Grant| Okta| Aaron Powell,SWA| OKTA| OIDC,Tier| companion| General
AsyncAPI Could Be the Default API Format for Event-Driven Architectures - The New Stack,https://thenewstack.io/asyncapi-could-be-the-default-api-format-for-event-driven-architectures/,52.75,his|Ada Lovelace|Hegel|Michelangelo|Ada Lovelace Imagination|he|Fran Méndez|Aristotle,PayPal|SAP|IBM|Giant Leap|Adidas|Linux Foundation,creator|driver
Observability and Resilience in Microservices-based Environments - | Komodor,https://komodor.com/popular/observability-and-resilience-in-microservices-based-environments/,33.75,Jenkins| Komodor| Itiel Shwartz| Epsagon| Xero| Bellow| Datadog| Itiel| Chinmay Gaikwad| Chinmay,Nano| HPA| Elad| eBay| AWS| CTO,detective| evangelist| manager| explorer| developer| processor| co-founder
Creating Microservices: Key Principles and Concepts of Microservices Architecture | Hacker Noon,https://hackernoon.com/creating-microservices-key-principles-and-concepts-of-microservices-architecture-jtn34s4,21.0,Mesos| Istio,YAML,Translator| vendor| setter
How to do multi-trigger Azure Logic Apps,https://www.re-mark-able.net/blogs/2021/04/11/logic-app-multi-trigger.html,7.75,,Azure Logic Apps When| Microsoft,designer
Local development with Serverless,https://tschoffelen.medium.com/local-development-with-serverless-46a219876a67,13.5,,,Entrepreneur| co-founder
Is the Edgeless Enterprise a Foregone Conclusion?,https://www.networkcomputing.com/networking/edgeless-enterprise-foregone-conclusion,18.75,Rajeev Shah| Celona| Pixabay,,Co-Founder| model| CEO| layer
